2023-05-10 21:53:13,102 25721,  0.0625, 4.57, 31.42, 2.20
2023-05-10 21:53:22,586 25726,  0.0625, 4.63, 32.77, 3.00
2023-05-10 21:53:31,970 25765,  0.0625, 4.58, 32.42, 2.50
2023-05-10 21:53:41,385 25773,  0.0625, 4.60, 30.73, 2.20
2023-05-10 21:53:50,677 25778,  0.0625, 4.54, 32.41, 3.00
2023-05-10 21:54:00,119 25786,  0.0625, 4.61, 32.89, 2.60
2023-05-10 21:54:09,373 25791,  0.0625, 4.52, 31.31, 2.30
2023-05-10 21:54:18,782 25796,  0.0625, 4.58, 31.11, 4.10
2023-05-10 21:54:28,089 25836,  0.0625, 4.55, 32.20, 2.10
2023-05-10 21:54:37,287 25841,  0.0625, 4.50, 31.28, 2.40
2023-05-10 21:54:46,557 25846,  0.0625, 4.53, 31.52, 2.40
2023-05-10 21:54:55,793 25851,  0.0625, 4.52, 31.47, 6.40
2023-05-10 21:55:05,081 25865,  0.0625, 4.54, 31.72, 3.20
2023-05-10 21:55:14,239 25870,  0.0625, 4.48, 32.25, 3.60
2023-05-10 21:55:23,679 25881,  0.0625, 4.61, 31.33, 1.90
2023-05-10 21:55:32,992 25920,  0.0625, 4.56, 31.95, 2.80
2023-05-10 21:55:42,293 25925,  0.0625, 4.55, 32.73, 4.00
2023-05-10 21:55:51,536 25930,  0.0625, 4.52, 32.19, 2.30
2023-05-10 21:56:00,874 25938,  0.0625, 4.57, 32.45, 2.10
2023-05-10 21:56:10,314 25943,  0.0625, 4.62, 32.75, 2.30
2023-05-10 21:56:19,664 25949,  0.0625, 4.57, 31.67, 3.60
2023-05-10 21:56:29,065 25988,  0.0625, 4.59, 31.41, 2.20
2023-05-10 21:56:38,606 25993,  0.0625, 4.66, 32.38, 2.10
2023-05-10 21:56:47,919 25998,  0.0625, 4.55, 30.56, 2.00
2023-05-10 21:56:57,205 26003,  0.0625, 4.53, 32.80, 3.60
2023-05-10 21:57:06,572 26011,  0.0625, 4.57, 32.70, 7.10
2023-05-10 21:58:32,160 26020,  0.0625, 42.69, 30.77, 4.40
2023-05-10 21:58:41,549 26072,  0.0625, 4.59, 31.41, 2.00
2023-05-10 21:58:50,939 26078,  0.0625, 4.59, 31.56, 2.00
2023-05-10 21:59:00,322 26084,  0.0625, 4.58, 31.77, 3.60
2023-05-10 21:59:09,634 26123,  0.0625, 4.55, 31.72, 1.90
2023-05-10 21:59:19,056 26131,  0.0625, 4.60, 30.98, 2.00
2023-05-10 21:59:28,409 26136,  0.0625, 4.57, 31.75, 3.20
2023-05-10 21:59:37,730 26142,  0.0625, 4.55, 31.17, 2.70
2023-05-10 21:59:47,046 26150,  0.0625, 4.55, 31.56, 2.20
2023-05-10 21:59:56,496 26155,  0.0625, 4.61, 30.42, 2.30
2023-05-10 22:00:06,006 26160,  0.0625, 4.65, 32.34, 2.30
2023-05-10 22:00:15,408 26186,  0.0625, 4.59, 32.00, 2.00
2023-05-10 22:00:24,649 26191,  0.0625, 4.51, 30.89, 2.00
2023-05-10 22:00:33,796 26196,  0.0625, 4.47, 31.84, 2.20
2023-05-10 22:00:43,004 26204,  0.0625, 4.50, 31.39, 2.10
2023-05-10 22:00:52,360 26209,  0.0625, 4.57, 31.30, 3.10
2023-05-10 22:01:01,574 26215,  0.0625, 4.51, 31.75, 3.90
2023-05-10 22:01:08,074 26254,  0.0625, 3.15, 32.31, 2.20
